titulo,genero,duracion,tono,anio,calificacion
la bamba,Biography,media,inspirador,1987,6.9
judy,Biography,media,inspirador,2019,6.8
munich: the edge of war,Biography,larga,inspirador,2021,6.8
bombshell,Biography,media,inspirador,2019,6.8
"don't worry, he won't get far on foot",Biography,media,inspirador,2018,6.8
victoria & abdul,Biography,media,inspirador,2017,6.8
escape from pretoria,Biography,media,inspirador,2020,6.8
all the money in the world,Biography,larga,inspirador,2017,6.8
florence foster jenkins,Biography,media,inspirador,2016,6.8
tolkien,Biography,media,inspirador,2019,6.8
mr. turner,Biography,larga,inspirador,2014,6.8
the 33,Biography,larga,inspirador,2015,6.8
jersey boys,Biography,larga,inspirador,2014,6.8
bernie,Biography,media,inspirador,2011,6.8
bleed for this,Biography,media,inspirador,2016,6.8
the iceman,Biography,media,inspirador,2012,6.8
mank,Biography,larga,inspirador,2020,6.8
fair game,Biography,media,inspirador,2010,6.8
hitchcock,Biography,media,inspirador,2012,6.8
the stanford prison experiment,Biography,larga,inspirador,2015,6.8
elizabeth: the golden age,Biography,media,inspirador,2007,6.8
che: part two,Biography,larga,inspirador,2008,6.8
i'm not there,Biography,larga,inspirador,2007,6.8
patch adams,Biography,media,inspirador,1998,6.8
selena,Biography,larga,inspirador,1997,6.8
bugsy,Biography,larga,inspirador,1991,6.8
battle of the sexes,Biography,larga,inspirador,2017,6.7
the lady in the van,Biography,media,inspirador,2015,6.7
the old man & the gun,Biography,media,inspirador,2018,6.7
"extremely wicked, shockingly evil and vile",Biography,media,inspirador,2019,6.7
jackie,Biography,media,inspirador,2016,6.7
hysteria,Biography,media,inspirador,2011,6.7
taking woodstock,Biography,media,inspirador,2009,6.7
coco avant chanel,Biography,media,inspirador,2009,6.7
the soloist,Biography,media,inspirador,2009,6.7
the other boleyn girl,Biography,media,inspirador,2008,6.7
the new world,Biography,larga,inspirador,2005,6.7
ali,Biography,larga,inspirador,2001,6.7
the eyes of tammy faye,Biography,larga,inspirador,2021,6.6
operation finale,Biography,larga,inspirador,2018,6.6
whiskey tango foxtrot,Biography,media,inspirador,2016,6.6
joy,Biography,larga,inspirador,2015,6.6
spencer,Biography,media,inspirador,2021,6.6
the lost city of z,Adventure,larga,neutral,2016,6.6
house of gucci,Biography,larga,inspirador,2021,6.6
i love you phillip morris,Biography,media,inspirador,2009,6.6
a mighty heart,Biography,media,inspirador,2007,6.6
being the ricardos,Biography,larga,inspirador,2021,6.5
imperium,Biography,media,inspirador,2016,6.5
the current war,Biography,media,inspirador,2017,6.5
j. edgar,Biography,larga,inspirador,2011,6.5
the informant!,Biography,media,inspirador,2009,6.5
the runaways,Biography,media,inspirador,2010,6.5
hollywoodland,Biography,larga,inspirador,2006,6.5
marie antoinette,Biography,larga,inspirador,2006,6.5
riding in cars with boys,Biography,larga,inspirador,2001,6.5
dangerous minds,Biography,media,inspirador,1995,6.5
fire in the sky,Biography,media,inspirador,1993,6.5
a dangerous method,Biography,media,inspirador,2011,6.4
kill your darlings,Biography,media,inspirador,2013,6.4
the iron lady,Biography,media,inspirador,2011,6.4
how to lose friends & alienate people,Biography,media,inspirador,2008,6.4
joan of arc,Adventure,larga,neutral,1999,6.4
1492: conquest of paradise,Adventure,larga,neutral,1992,6.4
mary queen of scots,Biography,larga,inspirador,2018,6.3
true story,Biography,media,inspirador,2015,6.3
a walk in the woods,Adventure,media,neutral,2015,6.3
w.,Biography,larga,inspirador,2008,6.3
evita,Biography,larga,inspirador,1996,6.3
the fifth estate,Biography,larga,inspirador,2013,6.2
lovelace,Biography,media,inspirador,2013,6.2
the libertine,Biography,media,inspirador,2004,6.2
jobs,Biography,larga,inspirador,2013,6.0
thalaivi,Biography,larga,inspirador,2021,5.9
masterminds,Biography,media,inspirador,2016,5.8
heaven is for real,Biography,media,inspirador,2014,5.8
eat pray love,Biography,larga,inspirador,2010,5.8
the bling ring,Biography,media,inspirador,2013,5.6
blonde,Biography,larga,inspirador,2022,5.5
get rich or die tryin',Biography,media,inspirador,2005,5.4
chhapaak,Biography,media,inspirador,2020,5.3
the 15:17 to paris,Biography,media,inspirador,2018,5.3
reis,Biography,media,inspirador,2017,1.0
mary and max.,Animation,media,neutral,2009,8.1
wolfwalkers,Animation,media,neutral,2020,8.0
kaguya-hime no monogatari,Animation,larga,neutral,2013,8.0
sennen joyû,Animation,corta,neutral,2001,7.8
the breadwinner,Animation,media,neutral,2017,7.7
omoide no marnie,Animation,media,neutral,2014,7.7
ma vie de courgette,Animation,corta,neutral,2016,7.7
the mitchells vs the machines,Animation,media,neutral,2021,7.6
karigurashi no arietty,Animation,media,neutral,2010,7.6
kal hee,Animation,media,neutral,1991,7.6
snow white and the seven dwarfs,Animation,corta,neutral,1937,7.6
j'ai perdu mon corps,Animation,corta,neutral,2019,7.5
tenki no ko,Animation,media,neutral,2019,7.5
la tortue rouge,Animation,corta,neutral,2016,7.5
byôsoku 5 senchimêtoru,Animation,corta,neutral,2007,7.5
l'illusionniste,Animation,media,neutral,2010,7.5
the curse of the were-rabbit,Animation,corta,neutral,2005,7.5
ice age,Animation,corta,neutral,2002,7.5
the secret of nimh,Animation,corta,neutral,1982,7.5
the many adventures of winnie the pooh,Animation,corta,neutral,1977,7.5
pinocchio,Animation,corta,neutral,1940,7.5
onward,Animation,media,neutral,2020,7.4
sing 2,Animation,media,neutral,2021,7.4
koto no ha no niwa,Animation,corta,neutral,2013,7.4
frozen,Animation,media,neutral,2013,7.4
kokuriko-zaka kara,Animation,media,neutral,2011,7.4
luca,Animation,media,neutral,2021,7.4
inosensu: innocence,Animation,media,neutral,2004,7.4
the emperor's new groove,Animation,corta,neutral,2000,7.4
the land before time,Animation,corta,neutral,1988,7.4
yellow submarine,Animation,media,neutral,1968,7.4
alice in wonderland,Animation,corta,neutral,1951,7.4
shaun the sheep movie,Animation,corta,neutral,2015,7.3
finding dory,Animation,media,neutral,2016,7.3
despicable me 2,Animation,media,neutral,2013,7.3
the simpsons movie,Animation,corta,neutral,2007,7.3
shrek 2,Animation,media,neutral,2004,7.3
lilo & stitch,Animation,corta,neutral,2002,7.3
corpse bride,Animation,corta,neutral,2005,7.3
tarzan,Animation,corta,neutral,1999,7.3
heisei tanuki gassen ponpoko,Animation,media,neutral,1994,7.3
the brave little toaster,Animation,media,neutral,1987,7.3
the last unicorn,Animation,media,neutral,1982,7.3
one hundred and one dalmatians,Animation,corta,neutral,1961,7.3
lady and the tramp,Animation,corta,neutral,1955,7.3
peter pan,Animation,corta,neutral,1953,7.3
cinderella,Animation,corta,neutral,1950,7.3
bambi,Animation,corta,neutral,1942,7.3
wish dragon,Animation,media,neutral,2021,7.2
encanto,Animation,media,neutral,2021,7.2
anomalisa,Animation,media,neutral,2015,7.2
the book of life,Animation,media,neutral,2014,7.2
monsters university,Animation,media,neutral,2013,7.2
the croods,Animation,media,neutral,2013,7.2
neko no ongaeshi,Animation,corta,neutral,2002,7.2
cars,Animation,media,neutral,2006,7.2
treasure planet,Animation,media,neutral,2002,7.2
a bug's life,Animation,media,neutral,1998,7.2
the great mouse detective,Animation,corta,neutral,1986,7.2
the fox and the hound,Animation,corta,neutral,1981,7.2
sleeping beauty,Animation,corta,neutral,1959,7.2
dumbo,Animation,corta,neutral,1941,7.2
the sea beast,Animation,media,neutral,2022,7.1
sing,Animation,media,neutral,2016,7.1
winnie the pooh,Animation,corta,neutral,2011,7.1
arthur christmas,Animation,media,neutral,2011,7.1
brave,Animation,media,neutral,2012,7.1
the princess and the frog,Animation,media,neutral,2009,7.1
enchanted,Animation,media,neutral,2007,7.1
the spongebob squarepants movie,Animation,corta,neutral,2004,7.1
spirit: stallion of the cimarron,Animation,corta,neutral,2002,7.1
fantasia 2000,Animation,corta,neutral,1999,7.1
the prince of egypt,Animation,media,neutral,1998,7.1
chicken run,Animation,corta,neutral,2000,7.1
anastasia,Animation,media,neutral,1997,7.1
balto,Animation,corta,neutral,1995,7.1
the aristocats,Animation,corta,neutral,1970,7.1
the sword in the stone,Animation,corta,neutral,1963,7.1
turning red,Animation,media,neutral,2022,7.0
ron's gone wrong,Animation,media,neutral,2021,7.0
abominable,Animation,media,neutral,2019,7.0
ralph breaks the internet,Animation,media,neutral,2018,7.0
chip 'n dale: rescue rangers,Animation,media,neutral,2022,7.0
the peanuts movie,Animation,corta,neutral,2015,7.0
paranorman,Animation,media,neutral,2012,7.0
hotel transylvania,Animation,media,neutral,2012,7.0
a scanner darkly,Animation,media,neutral,2006,7.0
the hunchback of notre dame,Animation,media,neutral,1996,7.0
bedknobs and broomsticks,Animation,media,neutral,1971,7.0
the croods: a new age,Animation,media,neutral,2020,6.9
rio,Animation,media,neutral,2011,6.9
frankenweenie,Animation,corta,neutral,2012,6.9
ice age: dawn of the dinosaurs,Animation,media,neutral,2009,6.9
cloudy with a chance of meatballs,Animation,media,neutral,2009,6.9
madagascar,Animation,corta,neutral,2005,6.9
the road to el dorado,Animation,corta,neutral,2000,6.9
a goofy movie,Animation,corta,neutral,1995,6.9
an american tail,Animation,corta,neutral,1986,6.9
the rescuers,Animation,corta,neutral,1977,6.9
the bad guys,Animation,media,neutral,2022,6.8
storks,Animation,corta,neutral,2016,6.8
frozen ii,Animation,media,neutral,2019,6.8
madagascar 3: europe's most wanted,Animation,media,neutral,2012,6.8
a christmas carol,Animation,media,neutral,2009,6.8
mr. peabody & sherman,Animation,media,neutral,2014,6.8
the boxtrolls,Animation,media,neutral,2014,6.8
horton hears a who!,Animation,corta,neutral,2008,6.8
ice age: the meltdown,Animation,media,neutral,2006,6.8
bolt,Animation,media,neutral,2008,6.8
meet the robinsons,Animation,media,neutral,2007,6.8
brother bear,Animation,corta,neutral,2003,6.8
beavis and butt-head do america,Animation,corta,neutral,1996,6.8
the rescuers down under,Animation,corta,neutral,1990,6.8
ducktales the movie: treasure of the lost lamp,Animation,corta,neutral,1990,6.8
missing link,Animation,media,neutral,2019,6.7
mary poppins returns,Animation,larga,neutral,2018,6.7
cars 3,Animation,media,neutral,2017,6.7
ferdinand,Animation,media,neutral,2017,6.7
the good dinosaur,Animation,media,neutral,2015,6.7
the pirates! in an adventure with scientists!,Animation,corta,neutral,2012,6.7
surf's up,Animation,corta,neutral,2007,6.7
over the hedge,Animation,corta,neutral,2006,6.7
sinbad: legend of the seven seas,Animation,corta,neutral,2003,6.7
james and the giant peach,Animation,corta,neutral,1996,6.7
pocahontas,Animation,corta,neutral,1995,6.7
all dogs go to heaven,Animation,corta,neutral,1989,6.7
smallfoot,Animation,media,neutral,2018,6.6
minions: the rise of gru,Animation,corta,neutral,2022,6.6
hotel transylvania 2,Animation,corta,neutral,2015,6.6
home,Animation,media,neutral,2015,6.6
penguins of madagascar,Animation,media,neutral,2014,6.6
madagascar: escape 2 africa,Animation,corta,neutral,2008,6.6
puss in boots,Animation,media,neutral,2011,6.6
monster house,Animation,media,neutral,2006,6.6
the polar express,Animation,media,neutral,2004,6.6
antz,Animation,corta,neutral,1998,6.6
oliver & company,Animation,corta,neutral,1988,6.6
heavy metal,Animation,corta,neutral,1981,6.6
the secret life of pets,Animation,corta,neutral,2016,6.5
ice age: continental drift,Animation,corta,neutral,2012,6.5
hoodwinked!,Animation,corta,neutral,2005,6.5
space jam,Animation,corta,neutral,1996,6.5
ferngully: the last rainforest,Animation,corta,neutral,1992,6.5
the secret life of pets 2,Animation,corta,neutral,2019,6.4
minions,Animation,media,neutral,2015,6.4
turbo,Animation,media,neutral,2013,6.4
trolls,Animation,media,neutral,2016,6.4
the lorax,Animation,corta,neutral,2012,6.4
happy feet,Animation,media,neutral,2006,6.4
robots,Animation,media,neutral,2005,6.4
dinosaur,Animation,corta,neutral,2000,6.4
the swan princess,Animation,media,neutral,1994,6.4
an american tail: fievel goes west,Animation,corta,neutral,1991,6.4
hotel transylvania 3: summer vacation,Animation,media,neutral,2018,6.3
the boss baby,Animation,media,neutral,2017,6.3
the grinch,Animation,corta,neutral,2018,6.3
rio 2,Animation,media,neutral,2014,6.3
cloudy with a chance of meatballs 2,Animation,media,neutral,2013,6.3
shrek forever after,Animation,media,neutral,2010,6.3
gedo senki,Animation,media,neutral,2006,6.3
despicable me 3,Animation,corta,neutral,2017,6.2
cars 2,Animation,media,neutral,2011,6.2
the lord of the rings,Animation,larga,neutral,1978,6.2
sausage party,Animation,corta,neutral,2016,6.1
the tale of despereaux,Animation,media,neutral,2008,6.1
shrek the third,Animation,media,neutral,2007,6.1
open season,Animation,corta,neutral,2006,6.1
bee movie,Animation,media,neutral,2007,6.1
hotel transylvania: transformania,Animation,corta,neutral,2022,6.0
the spongebob movie: sponge out of water,Animation,media,neutral,2015,6.0
planet 51,Animation,media,neutral,2009,6.0
arthur et les minimoys,Animation,media,neutral,2006,6.0
shark tale,Animation,media,neutral,2004,6.0
gnomeo & juliet,Animation,corta,neutral,2011,5.9
the addams family,Animation,corta,neutral,2019,5.8
happy feet two,Animation,media,neutral,2011,5.8
escape from planet earth,Animation,corta,neutral,2012,5.8
the ant bully,Animation,corta,neutral,2006,5.8
looney tunes: back in action,Animation,media,neutral,2003,5.8
the nut job,Animation,corta,neutral,2014,5.7
planes,Animation,media,neutral,2013,5.7
chicken little,Animation,corta,neutral,2005,5.7
ice age: collision course,Animation,media,neutral,2016,5.6
scoob!,Animation,media,neutral,2020,5.6
barnyard,Animation,media,neutral,2006,5.6
stuart little 2,Animation,corta,neutral,2002,5.5
hop,Animation,media,neutral,2011,5.4
the smurfs,Animation,media,neutral,2011,5.4
the smurfs 2,Animation,media,neutral,2013,5.3
tom & jerry,Animation,media,neutral,2021,5.2
the wild,Animation,media,neutral,2006,5.2
g-force,Animation,corta,neutral,2009,5.1
garfield: a tale of two kitties,Animation,corta,neutral,2006,5.0
garfield,Animation,corta,neutral,2004,5.0
space jam: a new legacy,Animation,media,neutral,2021,4.5
alvin and the chipmunks: the squeakquel,Animation,corta,neutral,2009,4.5
alvin and the chipmunks: chipwrecked,Animation,corta,neutral,2011,4.3
the emoji movie,Animation,corta,neutral,2017,3.3
mccabe & mrs. miller,Drama,media,serio,1971,7.6
little big man,Adventure,larga,neutral,1970,7.6
shane,Drama,media,serio,1953,7.6
legends of the fall,Drama,larga,serio,1994,7.5
of mice and men,Drama,media,serio,1992,7.5
jeremiah johnson,Adventure,media,neutral,1972,7.5
el dorado,Drama,larga,serio,1966,7.5
yahsi bati,Adventure,media,neutral,2009,7.4
lone star,Drama,larga,serio,1996,7.4
back to the future part iii,Adventure,media,neutral,1990,7.4
high plains drifter,Drama,media,serio,1973,7.4
the ballad of buster scruggs,Comedy,larga,divertido,2018,7.3
bacurau,Adventure,larga,neutral,2019,7.3
the proposition,Crime,media,neutral,2005,7.3
the three burials of melquiades estrada,Adventure,larga,neutral,2005,7.3
pale rider,Drama,media,serio,1985,7.3
il mio nome è nessuno,Comedy,media,divertido,1973,7.3
seven brides for seven brothers,Comedy,media,divertido,1954,7.3
hostiles,Drama,larga,serio,2017,7.2
el topo,Drama,larga,serio,1970,7.2
bone tomahawk,Drama,larga,serio,2015,7.1
the dressmaker,Comedy,media,divertido,2015,7.0
the longest ride,Comedy,larga,divertido,2015,7.0
brimstone,Drama,larga,serio,2016,7.0
two mules for sister sara,Adventure,media,neutral,1970,7.0
hang 'em high,Drama,media,serio,1968,7.0
les frères sisters,Drama,larga,serio,2018,6.9
bubba ho-tep,Comedy,media,divertido,2002,6.9
ravenous,Adventure,media,neutral,1999,6.9
the power of the dog,Drama,larga,serio,2021,6.8
city slickers,Comedy,media,divertido,1991,6.8
the devil's rejects,Crime,media,neutral,2005,6.7
the horse whisperer,Drama,larga,serio,1998,6.7
the homesman,Drama,larga,serio,2014,6.6
australia,Adventure,larga,neutral,2008,6.6
far and away,Adventure,larga,neutral,1992,6.6
the missing,Adventure,larga,neutral,2003,6.5
three amigos!,Comedy,media,divertido,1986,6.5
a million ways to die in the west,Comedy,media,divertido,2014,6.1
cry macho,Drama,media,serio,2021,5.7
wild wild west,Action,media,emocionante,1999,4.9
the ridiculous 6,Action,media,emocionante,2015,4.8
jonah hex,Action,corta,emocionante,2010,4.7
aynabaji,Crime,larga,neutral,2016,9.0
the godfather part ii,Crime,larga,neutral,1974,9.0
jai bhim,Crime,larga,neutral,2021,8.9
drishyam 2,Crime,larga,neutral,2021,8.4
ratsasan,Crime,larga,neutral,2018,8.3
z,Crime,larga,neutral,1969,8.2
article 15,Crime,larga,neutral,2019,8.1
le cercle rouge,Crime,larga,neutral,1970,7.9
ascenseur pour l'échafaud,Crime,media,neutral,1958,7.9
the big heat,Crime,corta,neutral,1953,7.9
mildred pierce,Crime,media,neutral,1945,7.9
badla,Crime,media,neutral,2019,7.8
the asphalt jungle,Crime,media,neutral,1950,7.8
gaslight,Crime,media,neutral,1944,7.8
highway,Crime,larga,neutral,2014,7.6
les misérables,Crime,media,neutral,2019,7.6
vera drake,Crime,larga,neutral,2004,7.6
kontroll,Comedy,media,divertido,2003,7.6
traffic,Crime,larga,neutral,2000,7.6
baazigar,Crime,larga,neutral,1993,7.6
the godfather part iii,Crime,larga,neutral,1990,7.6
bande à part,Comedy,media,divertido,1964,7.6
west side story,Crime,larga,neutral,1961,7.6
promising young woman,Crime,media,neutral,2020,7.5
den skyldige,Crime,corta,neutral,2018,7.5
who am i - kein system ist sicher,Crime,media,neutral,2014,7.5
sin nombre,Adventure,media,neutral,2009,7.5
the town,Crime,larga,neutral,2010,7.5
die fälscher,Crime,media,neutral,2007,7.5
chinjeolhan geumjassi,Crime,media,neutral,2005,7.5
perfume: the story of a murderer,Crime,larga,neutral,2006,7.5
kiss kiss bang bang,Comedy,media,divertido,2005,7.5
ne le dis à personne,Crime,larga,neutral,2006,7.5
les invasions barbares,Comedy,media,divertido,2003,7.5
house of sand and fog,Crime,larga,neutral,2003,7.5
the life of david gale,Crime,larga,neutral,2003,7.5
the man who wasn't there,Crime,media,neutral,2001,7.5
gangs of new york,Crime,larga,neutral,2002,7.5
ghost dog: the way of the samurai,Crime,media,neutral,1999,7.5
following,Crime,corta,neutral,1998,7.5
a simple plan,Crime,larga,neutral,1998,7.5
jackie brown,Crime,larga,neutral,1997,7.5
dead man walking,Crime,larga,neutral,1995,7.5
a perfect world,Crime,larga,neutral,1993,7.5
menace ii society,Crime,media,neutral,1993,7.5
the player,Comedy,larga,divertido,1992,7.5
thelma & louise,Adventure,larga,neutral,1991,7.5
mystery train,Comedy,media,divertido,1989,7.5
"the cook, the thief, his wife & her lover",Crime,larga,neutral,1989,7.5
a fish called wanda,Comedy,media,divertido,1988,7.5
how to steal a million,Comedy,larga,divertido,1966,7.5
pierrot le fou,Crime,media,neutral,1965,7.5
lolita,Crime,larga,neutral,1962,7.5
the lady from shanghai,Crime,corta,neutral,1947,7.5
blindspotting,Comedy,media,divertido,2018,7.4
uncut gems,Crime,larga,neutral,2019,7.4
the hate u give,Crime,larga,neutral,2018,7.4
calvary,Crime,media,neutral,2014,7.4
the judge,Crime,larga,neutral,2014,7.4
av mevsimi,Crime,larga,neutral,2010,7.4
felon,Crime,media,neutral,2008,7.4
notes on a scandal,Crime,media,neutral,2006,7.4
maria full of grace,Crime,media,neutral,2004,7.4
hooligans,Crime,media,neutral,2005,7.4
la mala educación,Crime,media,neutral,2004,7.4
in the bedroom,Crime,larga,neutral,2001,7.4
frequency,Crime,media,neutral,2000,7.4
the talented mr. ripley,Crime,larga,neutral,1999,7.4
a time to kill,Crime,larga,neutral,1996,7.4
tesis,Crime,larga,neutral,1996,7.4
dolores claiborne,Crime,larga,neutral,1995,7.4
bullets over broadway,Comedy,media,divertido,1994,7.4
c'est arrivé près de chez vous,Comedy,media,divertido,1992,7.4
dirty rotten scoundrels,Comedy,media,divertido,1988,7.4
body heat,Crime,media,neutral,1981,7.4
blow out,Crime,media,neutral,1981,7.4
...and justice for all.,Crime,media,neutral,1979,7.4
marathon man,Crime,larga,neutral,1976,7.4
three days of the condor,Crime,media,neutral,1975,7.4
detroit,Crime,larga,neutral,2017,7.3
good time,Crime,media,neutral,2017,7.3
shot caller,Crime,larga,neutral,2017,7.3
cruella,Adventure,larga,neutral,2021,7.3
starred up,Crime,media,neutral,2013,7.3
the place beyond the pines,Crime,larga,neutral,2012,7.3
the guard,Comedy,media,divertido,2011,7.3
luftslottet som sprängdes,Crime,larga,neutral,2009,7.3
four lions,Comedy,media,divertido,2010,7.3
animal kingdom,Crime,media,neutral,2010,7.3
the lincoln lawyer,Crime,media,neutral,2011,7.3
mr. brooks,Crime,media,neutral,2007,7.3
hustle & flow,Crime,media,neutral,2005,7.3
matchstick men,Comedy,media,divertido,2003,7.3
dirty pretty things,Crime,media,neutral,2002,7.3
before the devil knows you're dead,Crime,media,neutral,2007,7.3
irréversible,Crime,media,neutral,2002,7.3
sexy beast,Crime,corta,neutral,2000,7.3
rounders,Crime,larga,neutral,1998,7.3
pusher,Crime,media,neutral,1996,7.3
bound,Crime,media,neutral,1996,7.3
shallow grave,Crime,corta,neutral,1994,7.3
drugstore cowboy,Crime,media,neutral,1989,7.3
wall street,Crime,larga,neutral,1987,7.3
raising arizona,Comedy,media,divertido,1987,7.3
murder by death,Comedy,media,divertido,1976,7.3
murder on the orient express,Crime,larga,neutral,1974,7.3
the stranger,Crime,media,neutral,1946,7.3
dogman,Crime,media,neutral,2018,7.2
dope,Adventure,media,neutral,2015,7.2
kvinden i buret,Crime,media,neutral,2013,7.2
american hustle,Crime,larga,neutral,2013,7.2
talaash,Crime,larga,neutral,2012,7.2
now you see me,Crime,media,neutral,2013,7.2
mientras duermes,Crime,media,neutral,2011,7.2
the ghost writer,Crime,larga,neutral,2010,7.2
nothing but the truth,Crime,media,neutral,2008,7.2
fracture,Crime,media,neutral,2007,7.2
in the valley of elah,Crime,larga,neutral,2007,7.2
tsotsi,Crime,media,neutral,2005,7.2
michael clayton,Crime,media,neutral,2007,7.2
brick,Crime,media,neutral,2005,7.2
mean creek,Crime,media,neutral,2004,7.2
chicago,Comedy,media,divertido,2002,7.2
red dragon,Crime,larga,neutral,2002,7.2
frailty,Crime,media,neutral,2001,7.2
the bank job,Crime,media,neutral,2008,7.2
go,Comedy,media,divertido,1999,7.2
the rainmaker,Crime,larga,neutral,1997,7.2
sydney,Crime,media,neutral,1996,7.2
the crying game,Crime,media,neutral,1992,7.2
wild at heart,Comedy,larga,divertido,1990,7.2
heathers,Comedy,media,divertido,1988,7.2
manhunter,Crime,media,neutral,1986,7.2
clue,Comedy,media,divertido,1985,7.2
top secret!,Comedy,media,divertido,1984,7.2
death on the nile,Crime,larga,neutral,1978,7.2
the pink panther strikes again,Comedy,media,divertido,1976,7.2
mean streets,Crime,media,neutral,1973,7.2
take the money and run,Comedy,corta,divertido,1969,7.2
queen & slim,Crime,larga,neutral,2019,7.1
the devil all the time,Crime,larga,neutral,2020,7.1
bad times at the el royale,Crime,larga,neutral,2018,7.1
the white tiger,Crime,larga,neutral,2021,7.1
aus dem nichts,Crime,media,neutral,2017,7.1
don't breathe,Crime,corta,neutral,2016,7.1
tangerine,Comedy,corta,divertido,2015,7.1
elle,Crime,larga,neutral,2016,7.1
99 homes,Crime,media,neutral,2014,7.1
blue ruin,Crime,media,neutral,2013,7.1
side effects,Crime,media,neutral,2013,7.1
seven psychopaths,Comedy,media,divertido,2012,7.1
the outfit,Crime,media,neutral,2022,7.1
dhamaka,Crime,media,neutral,2021,7.1
the unforgivable,Crime,media,neutral,2021,7.1
kol,Crime,media,neutral,2020,7.1
frozen river,Crime,media,neutral,2008,7.1
state of play,Crime,larga,neutral,2009,7.1
elephant,Crime,corta,neutral,2003,7.1
11:14,Comedy,corta,divertido,2003,7.1
runaway jury,Crime,larga,neutral,2003,7.1
tais-toi!,Comedy,corta,divertido,2003,7.1
bad santa,Comedy,media,divertido,2003,7.1
narc,Crime,media,neutral,2002,7.1
phone booth,Crime,corta,neutral,2002,7.1
strange days,Crime,larga,neutral,1995,7.1
sneakers,Comedy,larga,divertido,1992,7.1
the accused,Crime,media,neutral,1988,7.1
rumble fish,Crime,media,neutral,1983,7.1
the outsiders,Crime,media,neutral,1983,7.1
dressed to kill,Crime,media,neutral,1980,7.1
klute,Crime,media,neutral,1971,7.1
marnie,Crime,larga,neutral,1964,7.1
the mule,Crime,media,neutral,2018,7.0
nightmare alley,Crime,larga,neutral,2021,7.0
gräns,Crime,media,neutral,2018,7.0
rustom,Crime,larga,neutral,2016,7.0
green room,Crime,media,neutral,2015,7.0
robot & frank,Comedy,corta,divertido,2012,7.0
the angels' share,Comedy,media,divertido,2012,7.0
we're the millers,Comedy,media,divertido,2013,7.0
the drop,Crime,media,neutral,2014,7.0
gomorra,Crime,larga,neutral,2008,7.0
unthinkable,Crime,media,neutral,2010,7.0
burn after reading,Comedy,media,divertido,2008,7.0
the lookout,Crime,media,neutral,2007,7.0
8 femmes,Comedy,media,divertido,2002,7.0
john q,Crime,media,neutral,2002,7.0
super troopers,Comedy,media,divertido,2001,7.0
heaven,Crime,media,neutral,2002,7.0
the salton sea,Crime,media,neutral,2002,7.0
boiler room,Crime,media,neutral,2000,7.0
out of sight,Comedy,larga,divertido,1998,7.0
cop land,Crime,media,neutral,1997,7.0
breakdown,Crime,media,neutral,1997,7.0
bad lieutenant,Crime,media,neutral,1992,7.0
átame!,Comedy,media,divertido,1989,7.0
the return of the pink panther,Comedy,media,divertido,1975,7.0
soylent green,Crime,media,neutral,1973,7.0
the pink panther,Comedy,media,divertido,1963,7.0
i don't feel at home in this world anymore.,Comedy,media,divertido,2017,6.9
todos lo saben,Crime,larga,neutral,2018,6.9
trance,Crime,media,neutral,2013,6.9
trust,Crime,media,neutral,2010,6.9
horrible bosses,Comedy,media,divertido,2011,6.9
haseen dillruba,Crime,larga,neutral,2021,6.9
the conspirator,Crime,larga,neutral,2010,6.9
ocean's thirteen,Crime,larga,neutral,2007,6.9
a guide to recognizing your saints,Crime,media,neutral,2006,6.9
les rivières pourpres,Crime,media,neutral,2000,6.9
the limey,Crime,corta,neutral,1999,6.9
suicide kings,Comedy,media,divertido,1997,6.9
bottle rocket,Comedy,media,divertido,1996,6.9
get shorty,Comedy,media,divertido,1995,6.9
the naked gun 2½: the smell of fear,Comedy,corta,divertido,1991,6.9
king of new york,Crime,media,neutral,1990,6.9
the grifters,Crime,media,neutral,1990,6.9
frantic,Crime,media,neutral,1988,6.9
adventures in babysitting,Adventure,media,neutral,1987,6.9
ruthless people,Comedy,media,divertido,1986,6.9
fletch,Comedy,media,divertido,1985,6.9
the thomas crown affair,Crime,media,neutral,1968,6.9
22 july,Crime,larga,neutral,2018,6.8
a simple favor,Comedy,media,divertido,2018,6.8
i see you,Crime,media,neutral,2019,6.8
you were never really here,Crime,corta,neutral,2017,6.8
the dry,Crime,media,neutral,2020,6.8
widows,Crime,larga,neutral,2018,6.8
the house that jack built,Crime,larga,neutral,2018,6.8
joe,Crime,media,neutral,2013,6.8
a most wanted man,Crime,larga,neutral,2014,6.8
the east,Crime,media,neutral,2013,6.8
defendor,Comedy,media,divertido,2009,6.8
exam,Crime,media,neutral,2009,6.8
middle men,Comedy,media,divertido,2009,6.8
disturbia,Crime,media,neutral,2007,6.8
21,Crime,larga,neutral,2008,6.8
keeping mum,Comedy,media,divertido,2005,6.8
motherless brooklyn,Crime,larga,neutral,2019,6.8
the football factory,Crime,media,neutral,2004,6.8
oliver twist,Crime,larga,neutral,2005,6.8
millions,Comedy,media,divertido,2004,6.8
panic room,Crime,media,neutral,2002,6.8
the pledge,Crime,larga,neutral,2001,6.8
hannibal,Crime,larga,neutral,2001,6.8
freeway,Crime,media,neutral,1996,6.8
to die for,Comedy,media,divertido,1995,6.8
serial mom,Comedy,media,divertido,1994,6.8
romper stomper,Crime,media,neutral,1992,6.8
home alone 2: lost in new york,Adventure,media,neutral,1992,6.8
dead again,Crime,media,neutral,1991,6.8
